CUSTOMER_ID|STORE_ID|FIRST_NAME|LAST_NAME|EMAIL|ADDRESS_ID
474|2|DUSTIN|GILLETTE|DUSTIN.GILLETTE@sakilacustomer.org|479
309|1|CHRISTOPHER|GRECO|CHRISTOPHER.GRECO@sakilacustomer.org|314
227|1|COLLEEN|BURTON|COLLEEN.BURTON@sakilacustomer.org|231
344|1|HENRY|BILLINGSLEY|HENRY.BILLINGSLEY@sakilacustomer.org|349
419|1|CHAD|CARBONE|CHAD.CARBONE@sakilacustomer.org|424
577|2|CLIFTON|MALCOLM|CLIFTON.MALCOLM@sakilacustomer.org|583
239|2|MINNIE|ROMERO|MINNIE.ROMERO@sakilacustomer.org|243
395|2|JOHNNY|TURPIN|JOHNNY.TURPIN@sakilacustomer.org|400
556|2|ARMANDO|GRUBER|ARMANDO.GRUBER@sakilacustomer.org|562
81|1|ANDREA|HENDERSON|ANDREA.HENDERSON@sakilacustomer.org|85
258|1|MYRTLE|FLEMING|MYRTLE.FLEMING@sakilacustomer.org|263
276|1|BRANDY|GRAVES|BRANDY.GRAVES@sakilacustomer.org|281
215|2|JESSIE|BANKS|JESSIE.BANKS@sakilacustomer.org|219
64|2|JUDITH|COX|JUDITH.COX@sakilacustomer.org|68
450|1|JAY|ROBB|JAY.ROBB@sakilacustomer.org|455
137|2|RHONDA|KENNEDY|RHONDA.KENNEDY@sakilacustomer.org|141
43|2|CHRISTINE|ROBERTS|CHRISTINE.ROBERTS@sakilacustomer.org|47
454|2|ALEX|GRESHAM|ALEX.GRESHAM@sakilacustomer.org|459
184|1|VIVIAN|RUIZ|VIVIAN.RUIZ@sakilacustomer.org|188
55|2|DORIS|REED|DORIS.REED@sakilacustomer.org|59
362|1|NICHOLAS|BARFIELD|NICHOLAS.BARFIELD@sakilacustomer.org|367
34|2|REBECCA|SCOTT|REBECCA.SCOTT@sakilacustomer.org|38
294|2|SHELLY|WATTS|SHELLY.WATTS@sakilacustomer.org|299
214|1|KRISTIN|JOHNSTON|KRISTIN.JOHNSTON@sakilacustomer.org|218
1|1|MARY|SMITH|MARY.SMITH@sakilacustomer.org|5
423|2|ALFRED|CASILLAS|ALFRED.CASILLAS@sakilacustomer.org|428
232|2|CONSTANCE|REID|CONSTANCE.REID@sakilacustomer.org|236
192|1|LAURIE|LAWRENCE|LAURIE.LAWRENCE@sakilacustomer.org|196
497|2|GILBERT|SLEDGE|GILBERT.SLEDGE@sakilacustomer.org|502
60|1|MILDRED|BAILEY|MILDRED.BAILEY@sakilacustomer.org|64
389|1|ALAN|KAHN|ALAN.KAHN@sakilacustomer.org|394
145|1|LUCILLE|HOLMES|LUCILLE.HOLMES@sakilacustomer.org|149
67|1|KELLY|TORRES|KELLY.TORRES@sakilacustomer.org|71
181|2|ANA|BRADLEY|ANA.BRADLEY@sakilacustomer.org|185
447|1|CLIFFORD|BOWENS|CLIFFORD.BOWENS@sakilacustomer.org|452
24|2|KIMBERLY|LEE|KIMBERLY.LEE@sakilacustomer.org|28
347|2|RYAN|SALISBURY|RYAN.SALISBURY@sakilacustomer.org|352
576|2|MORRIS|MCCARTER|MORRIS.MCCARTER@sakilacustomer.org|582
115|1|WENDY|HARRISON|WENDY.HARRISON@sakilacustomer.org|119
416|2|JEFFERY|PINSON|JEFFERY.PINSON@sakilacustomer.org|421
599|2|AUSTIN|CINTRON|AUSTIN.CINTRON@sakilacustomer.org|605
288|1|BOBBIE|CRAIG|BOBBIE.CRAIG@sakilacustomer.org|293
193|2|KATIE|ELLIOTT|KATIE.ELLIOTT@sakilacustomer.org|197
317|2|EDWARD|BAUGH|EDWARD.BAUGH@sakilacustomer.org|322
475|2|PEDRO|CHESTNUT|PEDRO.CHESTNUT@sakilacustomer.org|480
336|1|JOSHUA|MARK|JOSHUA.MARK@sakilacustomer.org|341
490|1|SAM|MCDUFFIE|SAM.MCDUFFIE@sakilacustomer.org|495
357|1|KEITH|RICO|KEITH.RICO@sakilacustomer.org|362
213|1|GINA|WILLIAMSON|GINA.WILLIAMSON@sakilacustomer.org|217
14|2|BETTY|WHITE|BETTY.WHITE@sakilacustomer.org|18
533|1|JESSIE|MILAM|JESSIE.MILAM@sakilacustomer.org|539
436|1|TROY|QUIGLEY|TROY.QUIGLEY@sakilacustomer.org|441
548|1|ALLAN|CORNISH|ALLAN.CORNISH@sakilacustomer.org|554
41|1|STEPHANIE|MITCHELL|STEPHANIE.MITCHELL@sakilacustomer.org|45
363|2|ROY|WHITING|ROY.WHITING@sakilacustomer.org|368
219|2|WILLIE|HOWELL|WILLIE.HOWELL@sakilacustomer.org|223
517|2|BRAD|MCCURDY|BRAD.MCCURDY@sakilacustomer.org|523
471|1|DEAN|SAUER|DEAN.SAUER@sakilacustomer.org|476
553|1|MAX|PITT|MAX.PITT@sakilacustomer.org|559
520|2|MITCHELL|WESTMORELAND|MITCHELL.WESTMORELAND@sakilacustomer.org|526
431|2|JOEL|FRANCISCO|JOEL.FRANCISCO@sakilacustomer.org|436
202|2|CARLA|GUTIERREZ|CARLA.GUTIERREZ@sakilacustomer.org|206
104|1|RITA|GRAHAM|RITA.GRAHAM@sakilacustomer.org|108
218|1|VERA|MCCOY|VERA.MCCOY@sakilacustomer.org|222
102|1|CRYSTAL|FORD|CRYSTAL.FORD@sakilacustomer.org|106
142|1|APRIL|BURNS|APRIL.BURNS@sakilacustomer.org|146
182|1|RENEE|LANE|RENEE.LANE@sakilacustomer.org|186
481|1|HERMAN|DEVORE|HERMAN.DEVORE@sakilacustomer.org|486
82|1|KATHRYN|COLEMAN|KATHRYN.COLEMAN@sakilacustomer.org|86
164|2|JOANN|GARDNER|JOANN.GARDNER@sakilacustomer.org|168
371|1|BILLY|POULIN|BILLY.POULIN@sakilacustomer.org|376
358|2|SAMUEL|MARLOW|SAMUEL.MARLOW@sakilacustomer.org|363
438|1|BARRY|LOVELACE|BARRY.LOVELACE@sakilacustomer.org|443
247|1|STELLA|MORENO|STELLA.MORENO@sakilacustomer.org|251
101|1|PEGGY|MYERS|PEGGY.MYERS@sakilacustomer.org|105
574|2|JULIAN|VEST|JULIAN.VEST@sakilacustomer.org|580
289|1|VIOLET|RODRIQUEZ|VIOLET.RODRIQUEZ@sakilacustomer.org|294
154|2|MICHELE|GRANT|MICHELE.GRANT@sakilacustomer.org|158
72|2|THERESA|WATSON|THERESA.WATSON@sakilacustomer.org|76
503|1|ANGEL|BARCLAY|ANGEL.BARCLAY@sakilacustomer.org|508
31|2|BRENDA|WRIGHT|BRENDA.WRIGHT@sakilacustomer.org|35
166|1|LYNN|PAYNE|LYNN.PAYNE@sakilacustomer.org|170
585|1|PERRY|SWAFFORD|PERRY.SWAFFORD@sakilacustomer.org|591
46|2|CATHERINE|CAMPBELL|CATHERINE.CAMPBELL@sakilacustomer.org|50
495|2|CHARLIE|BESS|CHARLIE.BESS@sakilacustomer.org|500
597|1|FREDDIE|DUGGAN|FREDDIE.DUGGAN@sakilacustomer.org|603
242|1|GLENDA|FRAZIER|GLENDA.FRAZIER@sakilacustomer.org|246
80|1|MARILYN|ROSS|MARILYN.ROSS@sakilacustomer.org|84
230|2|JOY|GEORGE|JOY.GEORGE@sakilacustomer.org|234
36|2|KATHLEEN|ADAMS|KATHLEEN.ADAMS@sakilacustomer.org|40
406|1|NATHAN|RUNYON|NATHAN.RUNYON@sakilacustomer.org|411
216|1|NATALIE|MEYER|NATALIE.MEYER@sakilacustomer.org|220
477|1|DAN|PAINE|DAN.PAINE@sakilacustomer.org|482
377|1|HOWARD|FORTNER|HOWARD.FORTNER@sakilacustomer.org|382
53|1|HEATHER|MORRIS|HEATHER.MORRIS@sakilacustomer.org|57
109|2|EDNA|WEST|EDNA.WEST@sakilacustomer.org|113
136|2|ANITA|MORALES|ANITA.MORALES@sakilacustomer.org|140
325|1|TIMOTHY|BUNN|TIMOTHY.BUNN@sakilacustomer.org|330
63|1|ASHLEY|RICHARDSON|ASHLEY.RICHARDSON@sakilacustomer.org|67
571|2|JOHNNIE|CHISHOLM|JOHNNIE.CHISHOLM@sakilacustomer.org|577
568|2|ALBERTO|HENNING|ALBERTO.HENNING@sakilacustomer.org|574
426|1|BRADLEY|MOTLEY|BRADLEY.MOTLEY@sakilacustomer.org|431
390|1|SHAWN|HEATON|SHAWN.HEATON@sakilacustomer.org|395
351|1|JACK|FOUST|JACK.FOUST@sakilacustomer.org|356
146|1|JAMIE|RICE|JAMIE.RICE@sakilacustomer.org|150
360|2|RALPH|MADRIGAL|RALPH.MADRIGAL@sakilacustomer.org|365
596|1|ENRIQUE|FORSYTHE|ENRIQUE.FORSYTHE@sakilacustomer.org|602
375|2|AARON|SELBY|AARON.SELBY@sakilacustomer.org|380
228|2|ALLISON|STANLEY|ALLISON.STANLEY@sakilacustomer.org|232
287|2|BECKY|MILES|BECKY.MILES@sakilacustomer.org|292
333|2|ANDREW|PURDY|ANDREW.PURDY@sakilacustomer.org|338
506|2|LESLIE|SEWARD|LESLIE.SEWARD@sakilacustomer.org|511
376|1|RANDY|GAITHER|RANDY.GAITHER@sakilacustomer.org|381
237|1|TANYA|GILBERT|TANYA.GILBERT@sakilacustomer.org|241
93|1|PHYLLIS|FOSTER|PHYLLIS.FOSTER@sakilacustomer.org|97
415|1|GLENN|PULLEN|GLENN.PULLEN@sakilacustomer.org|420
365|2|BRUCE|SCHWARZ|BRUCE.SCHWARZ@sakilacustomer.org|370
441|1|MARIO|CHEATHAM|MARIO.CHEATHAM@sakilacustomer.org|446
473|2|JORGE|OLIVARES|JORGE.OLIVARES@sakilacustomer.org|478
27|2|SHIRLEY|ALLEN|SHIRLEY.ALLEN@sakilacustomer.org|31
171|2|DOLORES|WAGNER|DOLORES.WAGNER@sakilacustomer.org|175
485|1|CLYDE|TOBIAS|CLYDE.TOBIAS@sakilacustomer.org|490
143|1|LESLIE|GORDON|LESLIE.GORDON@sakilacustomer.org|147
492|2|LESTER|KRAUS|LESTER.KRAUS@sakilacustomer.org|497
235|1|JACKIE|LYNCH|JACKIE.LYNCH@sakilacustomer.org|239
120|2|SYLVIA|ORTIZ|SYLVIA.ORTIZ@sakilacustomer.org|124
519|2|RON|DELUCA|RON.DELUCA@sakilacustomer.org|525
529|2|ERIK|GUILLEN|ERIK.GUILLEN@sakilacustomer.org|535
178|2|MARION|SNYDER|MARION.SNYDER@sakilacustomer.org|182
83|1|LOUISE|JENKINS|LOUISE.JENKINS@sakilacustomer.org|87
255|2|IRMA|PEARSON|IRMA.PEARSON@sakilacustomer.org|260
5|1|ELIZABETH|BROWN|ELIZABETH.BROWN@sakilacustomer.org|9
403|1|MIKE|WAY|MIKE.WAY@sakilacustomer.org|408
590|2|SETH|HANNON|SETH.HANNON@sakilacustomer.org|596
399|1|DANNY|ISOM|DANNY.ISOM@sakilacustomer.org|404
42|2|CAROLYN|PEREZ|CAROLYN.PEREZ@sakilacustomer.org|46
584|2|SALVADOR|TEEL|SALVADOR.TEEL@sakilacustomer.org|590
547|1|KURT|EMMONS|KURT.EMMONS@sakilacustomer.org|553
162|2|LAUREN|HUDSON|LAUREN.HUDSON@sakilacustomer.org|166
562|1|WALLACE|SLONE|WALLACE.SLONE@sakilacustomer.org|568
530|2|DARRYL|ASHCRAFT|DARRYL.ASHCRAFT@sakilacustomer.org|536
16|2|SANDRA|MARTIN|SANDRA.MARTIN@sakilacustomer.org|20
77|2|JANE|BENNETT|JANE.BENNETT@sakilacustomer.org|81
444|2|MARCUS|HIDALGO|MARCUS.HIDALGO@sakilacustomer.org|449
292|2|MISTY|LAMBERT|MISTY.LAMBERT@sakilacustomer.org|297
429|2|FREDERICK|ISBELL|FREDERICK.ISBELL@sakilacustomer.org|434
404|2|STANLEY|SCROGGINS|STANLEY.SCROGGINS@sakilacustomer.org|409
285|1|MIRIAM|MCKINNEY|MIRIAM.MCKINNEY@sakilacustomer.org|290
85|2|ANNE|POWELL|ANNE.POWELL@sakilacustomer.org|89
250|2|JO|FOWLER|JO.FOWLER@sakilacustomer.org|254
123|2|SHANNON|FREEMAN|SHANNON.FREEMAN@sakilacustomer.org|127
13|2|KAREN|JACKSON|KAREN.JACKSON@sakilacustomer.org|17
267|1|MARGIE|WADE|MARGIE.WADE@sakilacustomer.org|272
39|1|DEBRA|NELSON|DEBRA.NELSON@sakilacustomer.org|43
531|2|JAMIE|WAUGH|JAMIE.WAUGH@sakilacustomer.org|537
209|2|TONYA|CHAPMAN|TONYA.CHAPMAN@sakilacustomer.org|213
486|1|GLEN|TALBERT|GLEN.TALBERT@sakilacustomer.org|491
187|2|BRITTANY|RILEY|BRITTANY.RILEY@sakilacustomer.org|191
223|1|MELINDA|FERNANDEZ|MELINDA.FERNANDEZ@sakilacustomer.org|227
10|1|DOROTHY|TAYLOR|DOROTHY.TAYLOR@sakilacustomer.org|14
544|2|CODY|NOLEN|CODY.NOLEN@sakilacustomer.org|550
457|2|BILL|GAVIN|BILL.GAVIN@sakilacustomer.org|462
126|1|ELLEN|SIMPSON|ELLEN.SIMPSON@sakilacustomer.org|130
312|2|MARK|RINEHART|MARK.RINEHART@sakilacustomer.org|317
510|2|BEN|EASTER|BEN.EASTER@sakilacustomer.org|515
459|1|TOMMY|COLLAZO|TOMMY.COLLAZO@sakilacustomer.org|464
130|1|CHARLOTTE|HUNTER|CHARLOTTE.HUNTER@sakilacustomer.org|134
418|2|JEFF|EAST|JEFF.EAST@sakilacustomer.org|423
306|1|CHARLES|KOWALSKI|CHARLES.KOWALSKI@sakilacustomer.org|311
183|2|IDA|ANDREWS|IDA.ANDREWS@sakilacustomer.org|187
103|1|GLADYS|HAMILTON|GLADYS.HAMILTON@sakilacustomer.org|107
432|1|EDWIN|BURK|EDWIN.BURK@sakilacustomer.org|437
425|2|FRANCIS|SIKES|FRANCIS.SIKES@sakilacustomer.org|430
124|1|SHEILA|WELLS|SHEILA.WELLS@sakilacustomer.org|128
76|2|IRENE|PRICE|IRENE.PRICE@sakilacustomer.org|80
305|1|RICHARD|MCCRARY|RICHARD.MCCRARY@sakilacustomer.org|310
208|1|LUCY|WHEELER|LUCY.WHEELER@sakilacustomer.org|212
384|2|ERNEST|STEPP|ERNEST.STEPP@sakilacustomer.org|389
33|2|ANNA|HILL|ANNA.HILL@sakilacustomer.org|37
91|2|LOIS|BUTLER|LOIS.BUTLER@sakilacustomer.org|95
354|2|JUSTIN|NGO|JUSTIN.NGO@sakilacustomer.org|359
452|1|TOM|MILNER|TOM.MILNER@sakilacustomer.org|457
339|2|WALTER|PERRYMAN|WALTER.PERRYMAN@sakilacustomer.org|344
57|2|EVELYN|MORGAN|EVELYN.MORGAN@sakilacustomer.org|61
21|1|MICHELLE|CLARK|MICHELLE.CLARK@sakilacustomer.org|25
220|2|CHARLENE|ALVAREZ|CHARLENE.ALVAREZ@sakilacustomer.org|224
319|2|RONALD|WEINER|RONALD.WEINER@sakilacustomer.org|324
557|1|FELIX|GAFFNEY|FELIX.GAFFNEY@sakilacustomer.org|563
301|2|ROBERT|BAUGHMAN|ROBERT.BAUGHMAN@sakilacustomer.org|306
331|1|ERIC|ROBERT|ERIC.ROBERT@sakilacustomer.org|336
513|2|DUANE|TUBBS|DUANE.TUBBS@sakilacustomer.org|519
6|2|JENNIFER|DAVIS|JENNIFER.DAVIS@sakilacustomer.org|10
402|1|LUIS|YANEZ|LUIS.YANEZ@sakilacustomer.org|407
150|2|DANIELLE|DANIELS|DANIELLE.DANIELS@sakilacustomer.org|154
338|1|DENNIS|GILMAN|DENNIS.GILMAN@sakilacustomer.org|343
405|1|LEONARD|SCHOFIELD|LEONARD.SCHOFIELD@sakilacustomer.org|410
328|2|JEFFREY|SPEAR|JEFFREY.SPEAR@sakilacustomer.org|333
546|1|KELLY|KNOTT|KELLY.KNOTT@sakilacustomer.org|552
598|1|WADE|DELVALLE|WADE.DELVALLE@sakilacustomer.org|604
297|1|SHERRI|RHODES|SHERRI.RHODES@sakilacustomer.org|302
521|2|ROLAND|SOUTH|ROLAND.SOUTH@sakilacustomer.org|527
111|1|CARMEN|OWENS|CARMEN.OWENS@sakilacustomer.org|115
302|1|MICHAEL|SILVERMAN|MICHAEL.SILVERMAN@sakilacustomer.org|307
26|2|JESSICA|HALL|JESSICA.HALL@sakilacustomer.org|30
373|1|LOUIS|LEONE|LOUIS.LEONE@sakilacustomer.org|378
315|2|KENNETH|GOODEN|KENNETH.GOODEN@sakilacustomer.org|320
560|1|JORDAN|ARCHULETA|JORDAN.ARCHULETA@sakilacustomer.org|566
161|1|GERALDINE|PERKINS|GERALDINE.PERKINS@sakilacustomer.org|165
238|1|NELLIE|GARRETT|NELLIE.GARRETT@sakilacustomer.org|242
245|1|COURTNEY|DAY|COURTNEY.DAY@sakilacustomer.org|249
443|2|FRANCISCO|SKIDMORE|FRANCISCO.SKIDMORE@sakilacustomer.org|448
66|2|JANICE|WARD|JANICE.WARD@sakilacustomer.org|70
141|1|DEBBIE|REYES|DEBBIE.REYES@sakilacustomer.org|145
225|1|ARLENE|HARVEY|ARLENE.HARVEY@sakilacustomer.org|229
501|1|RUBEN|GEARY|RUBEN.GEARY@sakilacustomer.org|506
211|1|STACEY|MONTGOMERY|STACEY.MONTGOMERY@sakilacustomer.org|215
174|2|YVONNE|WATKINS|YVONNE.WATKINS@sakilacustomer.org|178
335|1|GREGORY|MAULDIN|GREGORY.MAULDIN@sakilacustomer.org|340
272|1|KAY|CALDWELL|KAY.CALDWELL@sakilacustomer.org|277
173|1|AUDREY|RAY|AUDREY.RAY@sakilacustomer.org|177
504|1|NATHANIEL|ADAM|NATHANIEL.ADAM@sakilacustomer.org|509
343|1|DOUGLAS|GRAF|DOUGLAS.GRAF@sakilacustomer.org|348
470|1|GORDON|ALLARD|GORDON.ALLARD@sakilacustomer.org|475
340|1|PATRICK|NEWSOM|PATRICK.NEWSOM@sakilacustomer.org|345
234|1|CLAUDIA|FULLER|CLAUDIA.FULLER@sakilacustomer.org|238
442|1|LEROY|BUSTAMANTE|LEROY.BUSTAMANTE@sakilacustomer.org|447
303|2|WILLIAM|SATTERFIELD|WILLIAM.SATTERFIELD@sakilacustomer.org|308
279|2|DIANNE|SHELTON|DIANNE.SHELTON@sakilacustomer.org|284
23|2|SARAH|LEWIS|SARAH.LEWIS@sakilacustomer.org|27
329|2|FRANK|WAGGONER|FRANK.WAGGONER@sakilacustomer.org|334
131|2|MONICA|HICKS|MONICA.HICKS@sakilacustomer.org|135
318|1|BRIAN|WYMAN|BRIAN.WYMAN@sakilacustomer.org|323
256|2|MABEL|HOLLAND|MABEL.HOLLAND@sakilacustomer.org|261
543|1|LANCE|PEMBERTON|LANCE.PEMBERTON@sakilacustomer.org|549
345|1|CARL|ARTIS|CARL.ARTIS@sakilacustomer.org|350
421|1|LEE|HAWKS|LEE.HAWKS@sakilacustomer.org|426
321|1|KEVIN|SCHULER|KEVIN.SCHULER@sakilacustomer.org|326
244|2|VIOLA|HANSON|VIOLA.HANSON@sakilacustomer.org|248
56|1|GLORIA|COOK|GLORIA.COOK@sakilacustomer.org|60
